time,open,high,low,close
1572336000,1.10942,1.10944,1.10888,1.10906
1572339600,1.10906,1.10936,1.10834,1.10844
1572343200,1.10844,1.10862,1.10773,1.10794
1572346800,1.10794,1.10834,1.10770,1.10773
1572350400,1.10773,1.10910,1.10735,1.10893
1572354000,1.10896,1.10911,1.10778,1.10816
1572357600,1.10816,1.10960,1.10807,1.10948
1572361200,1.10948,1.10984,1.10924,1.10953
1572364800,1.10953,1.11124,1.10948,1.11103
1572368400,1.11103,1.11174,1.11062,1.11165
1572372000,1.11164,1.11184,1.11070,1.11093
1572375600,1.11093,1.11102,1.11071,1.11080
1572379200,1.11080,1.11120,1.11048,1.11108
1572382800,1.11108,1.11134,1.11093,1.11109
1572386400,1.11109,1.11125,1.11093,1.11118
1572390000,1.11117,1.11142,1.11102,1.11118
1572393600,1.11112,1.11527,1.10795,1.11120
1572397200,1.11120,1.11141,1.11116,1.11122
1572400800,1.11122,1.11124,1.11066,1.11089
1572404400,1.11089,1.11123,1.11084,1.11099
1572408000,1.11099,1.11105,1.11068,1.11077
1572411600,1.11077,1.11091,1.11064,1.11085
1572415200,1.11085,1.11097,1.11077,1.11091
1572418800,1.11091,1.11123,1.11079,1.11097
1572422400,1.11097,1.11166,1.11097,1.11147
1572426000,1.11148,1.11232,1.11125,1.11213
1572429600,1.11214,1.11231,1.11130,1.11190
1572433200,1.11190,1.11200,1.11116,1.11116
1572436800,1.11116,1.11269,1.11116,1.11216
1572440400,1.11216,1.11236,1.11068,1.11139
1572444000,1.11139,1.11167,1.11020,1.11140
1572447600,1.11141,1.11172,1.11034,1.11076
1572451200,1.11077,1.11188,1.11058,1.11117
1572454800,1.11119,1.11234,1.11118,1.11228
1572458400,1.11229,1.11255,1.11191,1.11207
1572462000,1.11207,1.11229,1.11147,1.11160
1572465600,1.11160,1.11270,1.10800,1.11256
1572469200,1.11260,1.11508,1.11226,1.11439
1572472800,1.11439,1.11515,1.11420,1.11501
1572476400,1.11499,1.11533,1.11478,1.11516
1572480000,1.11525,1.11749,1.11308,1.11528
1572483600,1.11528,1.11553,1.11519,1.11521
1572487200,1.11521,1.11624,1.11521,1.11622
1572490800,1.11622,1.11696,1.11596,1.11663
1572494400,1.11663,1.11680,1.11630,1.11665
1572498000,1.11665,1.11688,1.11656,1.11687
1572501600,1.11686,1.11703,1.11648,1.11650
1572505200,1.11650,1.11656,1.11606,1.11613
1572508800,1.11613,1.11646,1.11576,1.11641
1572512400,1.11641,1.11673,1.11573,1.11629
1572516000,1.11631,1.11756,1.11579,1.11748
1572519600,1.11748,1.11750,1.11595,1.11634
1572523200,1.11634,1.11747,1.11517,1.11547
1572526800,1.11547,1.11644,1.11441,1.11512
1572530400,1.11512,1.11641,1.11491,1.11529
1572534000,1.11526,1.11562,1.11417,1.11482
1572537600,1.11483,1.11519,1.11314,1.11425
1572541200,1.11425,1.11587,1.11338,1.11556
1572544800,1.11556,1.11583,1.11461,1.11504
1572548400,1.11504,1.11541,1.11438,1.11459
1572552000,1.11459,1.11474,1.11403,1.11451
1572555600,1.11451,1.11532,1.11428,1.11528
1572559200,1.11528,1.11540,1.11488,1.11513
1572562800,1.11511,1.11523,1.11500,1.11514
1572566400,1.11511,1.11711,1.11277,1.11516
1572570000,1.11516,1.11566,1.11511,1.11561
1572573600,1.11561,1.11561,1.11487,1.11547
1572577200,1.11547,1.11665,1.11547,1.11654
1572580800,1.11654,1.11657,1.11609,1.11650
1572584400,1.11650,1.11666,1.11634,1.11642
1572588000,1.11642,1.11644,1.11624,1.11641
1572591600,1.11641,1.11650,1.11629,1.11642
1572595200,1.11642,1.11644,1.11604,1.11617
1572598800,1.11617,1.11667,1.11553,1.11636
1572602400,1.11636,1.11687,1.11551,1.11605
1572606000,1.11605,1.11606,1.11477,1.11495
1572609600,1.11496,1.11500,1.11398,1.11481
1572613200,1.11481,1.11577,1.11464,1.11554
1572616800,1.11554,1.11573,1.11281,1.11311
1572620400,1.11316,1.11534,1.11311,1.11464
1572624000,1.11469,1.11685,1.11469,1.11654
1572627600,1.11654,1.11718,1.11621,1.11684
1572631200,1.11684,1.11708,1.11622,1.11681
1572634800,1.11682,1.11689,1.11611,1.11617
1572638400,1.11618,1.11662,1.11587,1.11635
1572642000,1.11634,1.11697,1.11630,1.11693
1572645600,1.11692,1.11692,1.11605,1.11648
1572825600,1.11647,1.11748,1.11241,1.11649
1572829200,1.11648,1.11672,1.11640,1.11661
1572832800,1.11661,1.11666,1.11595,1.11601
1572836400,1.11601,1.11682,1.11601,1.11671
1572840000,1.11671,1.11721,1.11659,1.11712
1572843600,1.11712,1.11737,1.11692,1.11692
1572847200,1.11692,1.11710,1.11690,1.11694
1572850800,1.11694,1.11694,1.11652,1.11677
1572854400,1.11677,1.11708,1.11662,1.11683
1572858000,1.11683,1.11753,1.11658,1.11732
1572861600,1.11731,1.11731,1.11491,1.11623
1572865200,1.11623,1.11684,1.11575,1.11649
1572868800,1.11649,1.11660,1.11547,1.11632
1572872400,1.11632,1.11653,1.11596,1.11647
1572876000,1.11647,1.11701,1.11556,1.11597
1572879600,1.11597,1.11597,1.11522,1.11560
1572883200,1.11560,1.11564,1.11478,1.11478
1572886800,1.11478,1.11569,1.11470,1.11546
1572890400,1.11546,1.11567,1.11400,1.11442
1572894000,1.11442,1.11458,1.11407,1.11411
1572897600,1.11411,1.11428,1.11311,1.11346
1572901200,1.11346,1.11352,1.11253,1.11273
1572904800,1.11273,1.11292,1.11247,1.11280
1572908400,1.11279,1.11306,1.11268,1.11272
1572912000,1.11264,1.11393,1.10629,1.11220
1572915600,1.11220,1.11283,1.11220,1.11279
1572919200,1.11279,1.11310,1.11271,1.11296
1572922800,1.11296,1.11303,1.11253,1.11255
1572926400,1.11255,1.11277,1.11219,1.11227
1572930000,1.11227,1.11250,1.11124,1.11234
1572933600,1.11234,1.11258,1.11209,1.11238
1572937200,1.11238,1.11282,1.11236,1.11278
1572940800,1.11278,1.11287,1.11251,1.11275
1572944400,1.11275,1.11384,1.11275,1.11347
1572948000,1.11347,1.11401,1.11301,1.11332
1572951600,1.11332,1.11343,1.11242,1.11292
1572955200,1.11292,1.11312,1.11206,1.11217
1572958800,1.11214,1.11249,1.11141,1.11171
1572962400,1.11171,1.11174,1.11050,1.11090
1572966000,1.11091,1.11112,1.10953,1.10992
1572969600,1.10992,1.10997,1.10860,1.10889
1572973200,1.10884,1.10886,1.10662,1.10723
1572976800,1.10723,1.10756,1.10638,1.10696
1572980400,1.10696,1.10734,1.10666,1.10678
1572984000,1.10678,1.10752,1.10646,1.10680
1572987600,1.10680,1.10700,1.10634,1.10647
1572991200,1.10647,1.10743,1.10642,1.10713
1572994800,1.10713,1.10745,1.10713,1.10742
1572998400,1.10731,1.10922,1.10645,1.10749
1573002000,1.10749,1.10753,1.10730,1.10739
1573005600,1.10740,1.10740,1.10666,1.10679
1573009200,1.10679,1.10757,1.10677,1.10752
1573012800,1.10752,1.10775,1.10739,1.10774
1573016400,1.10774,1.10799,1.10760,1.10761
1573020000,1.10761,1.10763,1.10701,1.10707
1573023600,1.10706,1.10757,1.10696,1.10757
1573027200,1.10758,1.10784,1.10738,1.10756
1573030800,1.10755,1.10804,1.10721,1.10792
1573034400,1.10792,1.10902,1.10759,1.10878
1573038000,1.10878,1.10927,1.10862,1.10912
1573041600,1.10912,1.10921,1.10873,1.10895
1573045200,1.10895,1.10897,1.10812,1.10821
1573048800,1.10820,1.10909,1.10770,1.10895
1573052400,1.10895,1.10918,1.10870,1.10879
1573056000,1.10879,1.10884,1.10786,1.10823
1573059600,1.10823,1.10858,1.10728,1.10738
1573063200,1.10738,1.10792,1.10668,1.10752
1573066800,1.10752,1.10772,1.10649,1.10659
1573070400,1.10659,1.10708,1.10656,1.10676
1573074000,1.10676,1.10711,1.10650,1.10675
1573077600,1.10674,1.10733,1.10666,1.10690
1573081200,1.10690,1.10697,1.10657,1.10658
1573084800,1.10649,1.10909,1.10354,1.10674
1573088400,1.10673,1.10704,1.10673,1.10700
1573092000,1.10700,1.10707,1.10657,1.10678
1573095600,1.10679,1.10699,1.10633,1.10644
1573099200,1.10644,1.10655,1.10568,1.10613
1573102800,1.10613,1.10614,1.10549,1.10586
1573106400,1.10586,1.10607,1.10578,1.10587
1573110000,1.10587,1.10613,1.10585,1.10605
1573113600,1.10605,1.10628,1.10581,1.10594
1573117200,1.10597,1.10807,1.10585,1.10760
1573120800,1.10760,1.10837,1.10702,1.10830
1573124400,1.10830,1.10834,1.10746,1.10777
1573128000,1.10777,1.10915,1.10773,1.10886
1573131600,1.10886,1.10911,1.10792,1.10794
1573135200,1.10794,1.10833,1.10683,1.10765
1573138800,1.10764,1.10823,1.10653,1.10670
1573142400,1.10670,1.10693,1.10615,1.10635
1573146000,1.10635,1.10637,1.10361,1.10465
1573149600,1.10465,1.10496,1.10405,1.10448
1573153200,1.10445,1.10484,1.10361,1.10407
1573156800,1.10407,1.10491,1.10383,1.10456
1573160400,1.10456,1.10536,1.10451,1.10470
1573164000,1.10470,1.10512,1.10435,1.10458
1573167600,1.10459,1.10519,1.10458,1.10497
1573171200,1.10486,1.10548,1.10161,1.10489
1573174800,1.10490,1.10526,1.10458,1.10523
1573178400,1.10523,1.10526,1.10474,1.10475
1573182000,1.10473,1.10533,1.10459,1.10516
1573185600,1.10516,1.10542,1.10501,1.10534
1573189200,1.10534,1.10534,1.10516,1.10520
1573192800,1.10520,1.10523,1.10468,1.10474
1573196400,1.10474,1.10526,1.10470,1.10523
1573200000,1.10523,1.10535,1.10484,1.10518
1573203600,1.10516,1.10534,1.10450,1.10482
1573207200,1.10482,1.10553,1.10439,1.10500
1573210800,1.10500,1.10515,1.10379,1.10384
1573214400,1.10384,1.10478,1.10340,1.10348
1573218000,1.10348,1.10348,1.10259,1.10290
1573221600,1.10290,1.10339,1.10280,1.10317
1573225200,1.10317,1.10374,1.10304,1.10305
1573228800,1.10305,1.10328,1.10241,1.10273
1573232400,1.10273,1.10288,1.10194,1.10216
1573236000,1.10219,1.10227,1.10171,1.10187
1573239600,1.10188,1.10213,1.10166,1.10199
1573243200,1.10199,1.10235,1.10184,1.10203
1573246800,1.10203,1.10244,1.10202,1.10234
1573250400,1.10236,1.10237,1.10201,1.10212
1573254000,1.10215,1.10226,1.10185,1.10189
1573430400,1.10224,1.10423,1.10159,1.10202
1573434000,1.10202,1.10228,1.10200,1.10219
1573437600,1.10219,1.10237,1.10165,1.10177
1573441200,1.10177,1.10214,1.10176,1.10182
1573444800,1.10182,1.10233,1.10170,1.10230
1573448400,1.10230,1.10238,1.10213,1.10226
1573452000,1.10226,1.10244,1.10216,1.10236
1573455600,1.10235,1.10255,1.10234,1.10254
1573459200,1.10252,1.10259,1.10216,1.10251
1573462800,1.10255,1.10298,1.10244,1.10298
1573466400,1.10298,1.10305,1.10209,1.10289
1573470000,1.10289,1.10332,1.10254,1.10295
1573473600,1.10295,1.10354,1.10283,1.10337
1573477200,1.10337,1.10344,1.10256,1.10262
1573480800,1.10262,1.10400,1.10257,1.10382
1573484400,1.10384,1.10430,1.10368,1.10383
1573488000,1.10383,1.10393,1.10318,1.10361
1573491600,1.10361,1.10364,1.10309,1.10347
1573495200,1.10347,1.10414,1.10332,1.10367
1573498800,1.10367,1.10389,1.10338,1.10388
1573502400,1.10388,1.10391,1.10363,1.10370
1573506000,1.10370,1.10392,1.10335,1.10335
1573509600,1.10336,1.10351,1.10320,1.10325
1573513200,1.10325,1.10339,1.10311,1.10323
1573516800,1.10315,1.10379,1.10019,1.10317
1573520400,1.10317,1.10355,1.10317,1.10346
1573524000,1.10344,1.10379,1.10329,1.10343
1573527600,1.10342,1.10353,1.10281,1.10282
1573531200,1.10282,1.10299,1.10263,1.10286
1573534800,1.10286,1.10337,1.10277,1.10319
1573538400,1.10319,1.10347,1.10319,1.10342
1573542000,1.10342,1.10360,1.10324,1.10348
1573545600,1.10348,1.10385,1.10333,1.10338
1573549200,1.10340,1.10354,1.10270,1.10278
1573552800,1.10280,1.10293,1.10188,1.10243
1573556400,1.10243,1.10358,1.10237,1.10326
1573560000,1.10325,1.10365,1.10205,1.10235
1573563600,1.10235,1.10238,1.10129,1.10177
1573567200,1.10177,1.10202,1.10110,1.10197
1573570800,1.10196,1.10222,1.10126,1.10202
1573574400,1.10202,1.10227,1.10138,1.10141
1573578000,1.10144,1.10179,1.10025,1.10122
1573581600,1.10122,1.10192,1.10091,1.10162
1573585200,1.10162,1.10197,1.10065,1.10106
1573588800,1.10107,1.10148,1.10060,1.10066
1573592400,1.10066,1.10126,1.10052,1.10115
1573596000,1.10115,1.10115,1.10076,1.10107
1573599600,1.10105,1.10106,1.10068,1.10088
1573603200,1.10076,1.10196,1.09947,1.10107
